,Post id,Channel id,Sentence,Label_HRV
2864,3957,channel1036240821,Предыдущий раз ключевую ставку ЦБ РФ пересматривал 22 июля.,0
2865,3957,channel1036240821,В конце февраля на фоне санкций и падения курса рубля Банк России поднимал ключевую ставку до 20%.,0
2866,3957,channel1036240821,С апреля идет постепенное ее снижение.,0
2867,3957,channel1036240821,"Ключевая ставка — это процент по кредитам и депозитам, которые Центробанк предоставляет другим банкам.",0
2868,3957,channel1036240821,"От ключевой ставки зависит, под какие проценты банки будут выдавать кредиты и открывать депозиты для своих клиентов.",0
2869,4304,channel1280273449,Близько години тому ворог обстріляв Торецьк Донецької області.,0
2870,4304,channel1280273449,"Є загиблі та поранені За попередньою інформацією начальника Донецької ОВА Павла Кириленка, рашисти стріляли з артилерії та влучили у зупинку громадського транспорту.",0
2871,4304,channel1280273449,"Наразі 8 загиблих та 4 поранених, зокрема й 3 дитини.",1
2872,4304,channel1280273449,Пошкодження завдані церковній будівлі та прилеглим багатоповерхівкам.,0
2873,4304,channel1280273449,"“Всі, хто досі залишається на Донеччині, наражають себе на смертельну небезпеку!",0
2874,4304,channel1280273449,Звертаюся до всіх жителів області: не перетворюйте себе на російську мішень!,0
2875,4304,channel1280273449,"Евакуюйтеся вчасно!” , — закликав Павло Кириленко",0
2876,4304,channel1280273449,.,0
2877,6806,channel1429590454,"В Стамбуле произошел взрыв ДАННОЕ СООБЩЕНИЕ (МАТЕРИАЛ) СОЗДАНО И (ИЛИ) РАСПРОСТРАНЕНО ИНОСТРАННЫМ СРЕДСТВОМ МАССОВОЙ ИНФОРМАЦИИ, ВЫПОЛНЯЮЩИМ ФУНКЦИИ ИНОСТРАННОГО АГЕНТА, И (ИЛИ) РОССИЙСКИМ ЮРИДИЧЕСКИМ ЛИЦОМ, ВЫПОЛНЯЮЩИМ ФУНКЦИИ ИНОСТРАННОГО АГЕНТА",0
2878,6806,channel1429590454,Здание загорелось в районе Кадыкей на азиатском побережье города.,0
2879,6806,channel1429590454,"По предварительным данным, причиной пожара стал взрыв газа.",0
2880,6806,channel1429590454,"Один человек пострадал, его доставили в больницу",0
2881,6553,channel1497011710,"В песне, с которой Украину в этом году представляет Kalush Orchestra, есть слово ""мама"".",0
2882,6553,channel1497011710,"Вспомнилось, что в 2009 году ""Евровидение"" впервые проходило в Москве, а Россию представляла украинка Анастасия Приходько с композицией ""Мамо"" на двух языках - русском и украинском.",0
2883,6553,channel1497011710,"Как давно это было, а кажется, что совсем недавно.",0
2884,4049,channel1254661214,"“В связи с неоднозначной позицией некоторых известных авторов по поводу ситуации в стране и в мире, их книги должны быть изъяты из открытого доступа” Сотрудников одной из муниципальных библиотек Челябинской области попросили убрать “на хранение” книги Дмитрия Быкова, Дмитрия Глуховского и Бориса Акунина.",0
2885,4049,channel1254661214,"По словам местных чиновников, ранее один из читателей уже жаловался на данную библиотеку из-за наличия книг одного из этих авторов.",0
2886,4049,channel1254661214,Поэтому руководство попросило сотрудников убрать их с полок.,0
2887,7438,channel1479946125,"⚡️В городе Днепр фиксируют снижение уровня реки Днепр, что может говорить о том, что ВСУ наполняют Каховской водохранилище☝🏻",0
2888,5897,channel1129015804,"ВС Турции перебросили дополнительные силы в провинцию Алеппо и развернули блокпосты для предотвращения эскалации конфликта между ""Хайат Тахрир Аш-Шам"" (ХТШ) и ""Третьим корпусом"" объединения ""Джейш Ватания Сурия"".",0
2889,5897,channel1129015804,После перестрелок накануне интенсивность боевых действий вновь заметно снизилась.,0
2890,5897,channel1129015804,"Сообщается, о единичных стычках в некоторых населенных пунктах.",0
2891,5897,channel1129015804,"Всего жертвами боестолкновений стали шестьдесят человек, большая часть из которых участники НВФ.",0
2892,6699,channel1326223284,"🇷🇺 Разминирование объектов гражданской инфраструктуры Мариуполя Хотя с момента полного освобождения Мариуполя прошло почти 3 месяца, в городе по-прежнему остается большое количество взрывоопасных предметов.",0
2893,6699,channel1326223284,Именно поэтому там работают саперы Международного противоминного центра ВС РФ.,0
2894,6699,channel1326223284,Вместе с коллегами из ДНР они разминируют гражданские объекты от неразорвавшихся и оставленных боеприпасов.,0
2895,6699,channel1326223284,"Особое внимание уделяется объектам социальной инфраструктуры — уцелевшим школам, детским садам и спортивным площадкам.",0
2896,6699,channel1326223284,Значительная часть российских саперов к моменту СВО уже обладала боевым опытом работы в Сирии и других иностранных государствах.,0
2897,6699,channel1326223284,"У военнослужащих инженерных подразделений ДНР также хватает навыков, полученных за 8 лет войны.",0
2898,6699,channel1326223284,Работа саперов в Мариуполе будет длиться еще долго и закончится только с полным разминированием всего города.,0
2899,6699,channel1326223284,#Донецк  #Мариуполь  #Россия  @rybar  *Поддержать нас:  4377 7278 0407 7977,0
2900,3927,channel1078868616,"В Беларуси заблокировали несколько сайтов для призывников В «черный список» для провайдеров попали четыре сайта: voennik.by , armyhelp.by , prizivnik.by и safebilet.by .",0
2901,3927,channel1078868616,Все они прекратили работу еще до блокировки.,0
2902,3927,channel1078868616,Силовики публиковали «покаянные» видео с представителями prizivnik.by и armyHelp.by .,0
2903,3927,channel1078868616,"В телеграм-канале одной из пропагандисток появилась информация, что их владельцы «добровольно» написали заявления о ликвидации.",0
2904,5241,channel1633131143,💥🇷🇺🇺🇦Кадры ночного боя между десантниками РФ и солдатами ВСУ.,0
2905,5241,channel1633131143,"Конец апреля 2022 года, Правдивости - подписаться",0
2906,4961,channel1078868616,В программу по истории Беларуси включили новые вопросы — акцент сделали на действиях польских властей в Западной Беларуси в 1939 году.,0
2907,4961,channel1078868616,Такие изменения назвали «динамичной и мобильной реакцией на запросы и вызовы современного общества».,0
2908,4961,channel1078868616,Не открывается ссылка?,0
2909,4961,channel1078868616,Попробуйте эту или скачайте наше приложение для Android или iOS .,0
2910,3594,channel1152463236,"🇷🇺🇺🇦 КА-52 ""Аллигатор"" ВКС РФ где-то под Киевом, прикрытие колонны.",0
2911,3594,channel1152463236,@vorposte,0
2912,3666,channel1413275904,"‼️ В Украине готовят «белый список» российских артистов В него войдут россияне, которые поддержали Украину и осудили вторжение России, заявил замглавы министерства культуры Тарас Шевченко.",0
2913,7029,channel1047166746,«Я хочу начать спецоперацию по изгнанию KFC из России».,0
2914,7029,channel1047166746,Осторожно.Новости  Это Красноярск.,0
2915,7029,channel1047166746,Петухи против куриных крылышек @stalin_gulag,0
2916,4873,channel1413275904,❗️ Apple Pay больше не работает в России,0
2917,6100,channel1427982533,Snoop Dogg запустил линейку премиального каннабиса «Спящий Джо».,0
2918,6100,channel1427982533,"На упаковке написано: ""Ты даже не вспомнишь в какой стране находишься"" и Где я?""",0
2919,6100,channel1427982533,Американского президента уважают все больше и больше.,0
2920,3920,channel1078868616,В городе Макаров в результате авиаудара снаряд попал в местный хлебозавод.,1
2921,3920,channel1078868616,"Как сообщает МВД, из-под завалов спасли 5 человек, найдены тела 13 погибших.",1
2922,3920,channel1078868616,"По предварительной информации, на территории завода находилось до 30 человек.",1
2923,3867,channel1078868616,"Интервью с Валерием Цепкало, в котором он пытается объяснить, что Тихановская делает не так (а еще рассказывает, чем сейчас занят сам).",0
2924,3867,channel1078868616,«Три раза уже Лукашенко вынес бы вперед ногами».,0
2925,3867,channel1078868616,Не открывается ссылка?,0
2926,3867,channel1078868616,Попробуйте эту или скачайте наше приложение для Android или iOS.,0
2927,4648,channel1768609733,Воскресная служба в одной из церквей Нью-Йорка .,0
2928,4648,channel1768609733,"Это демоны, просто демоны.",0
2929,4648,channel1768609733,"Вы когда фильмы смотрите где борятся с демонами и вурдалаками, так вот походу эти фильмы не являются фантастикой мы на полном серьёзе противостоим демонам.",0
2930,4249,channel1280273449,‼️Дніпропетровська область!,0
2931,4249,channel1280273449,Тривога!,0
2932,4420,channel1145781893,У Луцьку підірвано телевежу,0
2933,3640,channel1413275904,"Минобороны Великобритании публикует ежедневную сводку о событиях в Украине 📍Сложности с управлением в сочетании с незначительными успехами войск вынудили старших офицеров лично отправиться на поле боя — вероятно, для того, чтобы взять на себя руководство наступлением;",0
2934,3640,channel1413275904,"📍Российские командиры редко делегируют оперативные полномочия своим подчинённым, из-за чего те не получают необходимого лидерского опыта.",0
2935,3640,channel1413275904,"Однако неясно, привело ли присутствие этих командиров на поле боя к уточнению или изменению оперативной концепции.",0
2936,3640,channel1413275904,"Ошибки, допущенные при планировании, в сочетании с неудачами в техническом обеспечении, не позволяют РФ добиться прогресса;",0
2937,3640,channel1413275904,"📍Нахождение командиров на передовой подвергла их значительному риску, что привело к высоким потерям российских офицеров в этой войне.",0
2938,3640,channel1413275904,"Это привело к тому, что силы РФ медленно реагируют на неудачи и не могут изменить свою тактику на поле боя.",0
2939,3640,channel1413275904,"Эти проблемы, вероятно, сохранятся, учитывая недостающий опыт оперативного командования у офицеров, которые заменили убитых.",0
2940,5169,channel1124038902,"Желтый уровень террористической опасности вводится на территории Ейского и Щербиновского районов Краснодарского края, сообщил губернатор Кондратьев.",0
2941,6142,channel1536211233,Ukraine Direct: brilliant source to hear about the current situation in Ukraine On May 23 Ukrainian President Volodymyr Zelenskyy addressed a gathering of global business leaders at the World Economic Forum in Davos.,0
2942,6142,channel1536211233,Thanks to state-of-art artificial intelligence technology by Vidby we can get a unique translation of his speech into 10 different languages.,0
2943,6142,channel1536211233,Ukraine Direct: прекрасный способ услышать о текущей ситуации в Украине 23 мая Президент Украины Владимир Зеленский выступил перед собравшимися лидерами мирового бизнеса на Всемирном экономическом форуме в Давосе.,0
2944,6142,channel1536211233,Благодаря современной технологии искусственного интеллекта от Vidby мы можем получить уникальный перевод его речи на 10 разных языков.,0
2945,6142,channel1536211233,🇬🇧English Zelenskyy addresses World Economic Forum in Davos 🇵🇱Polish Zełenski przemawia na Światowym Forum Ekonomicznym w Davos  🇫🇷 French Zelenskyy s’adresse au Forum économique mondial de Davos 🇩🇪German Selenskyj spricht vor dem Weltwirtschaftsforum in Davos 🇪🇸Spanish Zelenskyy se dirige al Foro Económico Mundial en Davos 🇮🇹Italian Zelenskyy parla al World Economic Forum di Davos 🇵🇹Portuguese Zelenskyy discursa no Fórum Económico Mundial em Davos 🇸🇦Arabic زيلينسكي يتحدث إلى المنتدى الاقتصادي العالمي في دافوس 🇮🇳 Hindi ज़ेलेंस्की ने दावोस में विश्व आर्थिक मंच को संबोधित किया 🏳️Russian Зеленский выступил на Всемирном экономическом форуме в Давосе,0
2946,6194,channel1135966410,"10 сентября торговый представитель России в САР Георгий Асатрян посетил провинцию Алеппо, где обсудил с главой Торговой палаты Алеппо Амиром аль-Хамви различные вопросы, в том числе создание российско-сирийской свободной экономической зоны, способы увеличения объема торговли между Россией и Сирией, а также поддержку малого и среднего предпринимательства участников внешнеэкономической деятельности двух стран.",0
2947,6194,channel1135966410,В результате встречи стороны приняли решение о формировании рабочей группы Торгпредства РФ в САР и Торговой палаты Алеппо для реализации согласованной дорожной карты.,0
2948,3862,channel1078868616,"Лидер ДДТ Юрий Шевчук отказался давать показания о своем антивоенном выступлении на концерте в Уфе, передает @bbcrussian Российский артист на допросе в полиции отказался давать показания, сославшись на статью 51 Конституции РФ, которая дает право не свидетельствовать против себя.",0
2949,3862,channel1078868616,"Напомним, на концерте в Уфе вокалист группы ДДТ произнес со сцены антивоенную речь, в частности, сказав: «Родина, друзья, это не ж*па президента, которую надо все время мусолить, целовать».",0
2950,3862,channel1078868616,Теперь ему грозит штраф до 50 тысяч российских рублей.,0
2951,7515,channel1578167821,"-Шнурки, смотри, ходишь, наступаешь, упадешь же.. Завяжи, надо себя в порядок привести.",0
2952,7515,channel1578167821,-Я не умею..,0
2953,7515,channel1578167821,-Давай сюда.,0
2954,7515,channel1578167821,Научу.,0
2955,5278,channel1103152034,"Мне пишут, что наши действительно сейчас сбили ИЛ над Киевом",0
2956,7543,channel1144180066,"Исполняющий обязанности главы украинского «Энергоатома» сообщил, что представители военно-гражданской администрации на Запорожской АЭС заявили о переходе станции под контроль «Росатома».",0
2957,7618,channel1765760307,@two_brothers_2,0
2958,5472,channel1093357968,"НМ ЛНР: «В случае подрыва киевскими боевиками оставшихся химических веществ на предприятии «Заря» в городе Рубежное, могут пострадать более 300 тыс. мирных жителей в Луганской народной республике.",0
2959,5472,channel1093357968,"В резервуарах на территории опасного химического предприятия по производству взрывчатых веществ остается еще более 40 тысяч тонн серной, соляной, азотной кислоты и аммиака, подрыв которых нанесет непоправимый ущерб экологии региона».",0
2960,5472,channel1093357968,@epoddubny ***,0
2961,5472,channel1093357968,Сбор средств для организации помощи населению Донбасса и других регионов освобожденной Малороссии.,0
2962,5472,channel1093357968,Перечисление средств в фонд РГМ и фонд им. Елизаветы Глинки контролирую лично.,0
2963,5472,channel1093357968,2202 2032 5864 7967,0
2964,5472,channel1093357968,карта МИР,0
2965,5472,channel1093357968,bc1qava2vg3wgx8fvrxqeull77xy359yqrexwsuu80 BTC,0
2966,5472,channel1093357968,0x47D9b99b239aEE283ba10d8D4D6c2269b22b5208 ETH,0
2967,3830,channel1166122496,"Роскомнадзор потребовал от «Википедии» удалить два материала, опубликованных в англоязычной версии ресурса и содержащих недостоверную информацию о проведении специальной военной операции России на Украине, сообщили ТАСС в пресс-службе ведомства.",0
2968,3830,channel1166122496,»новости,0
2969,7690,channel1511148555,"‼️🇺🇦🏴‍☠️ СМИ публикуют фото, предположительно, Натальи Вовк, которая обвиняется в убийстве Дарьи Дугиной, а также автомобиль, на котором она передвигались Как сообщает ""Новое издание"", автомобиль Mini Cooper на Авто Риа продавался человеком с именем Данил Шабан.",0
2970,7690,channel1511148555,"Такая же фамилия была раньше у Натальи Вовк, которая по сообщению ФСБ, причастна к убийству Дарьи Дугиной.",0
2971,7690,channel1511148555,В данный момент объявление о продаже уже удалено.,0
2972,7690,channel1511148555,"На фото, как сообщает волонтёрский проект ""Немезида"", сама Наталья Шабан (Вовк) и её удостоверение.",0
2973,7690,channel1511148555,"По предварительной информации, подозреваемая в убийстве Дарьи Дугиной ранее состояла в нацистском полку «Азiв».",0
2974,5291,channel1197363285,"❗️ Сегодня рано утром вражеский самолет обстрелял Сумской район , - глава ОВА Дмитрий Живицкий",0
2975,5291,channel1197363285,Было четыре взрыва.,0
2976,5291,channel1197363285,Жертв среди гражданского населения нет.,0
2977,5291,channel1197363285,Масштаб разрушений уточняется.,0
2978,5291,channel1197363285,🇺🇦 Украина Сейчас,0
2979,5026,channel1254661214,"""Выбор Путина начать несправедливую войну оставит Россию более слабой, а весь мир более сильным"" — Байден",0
2980,7441,channel1479946125,⚡️ Начинаем подводить итоги.,0
2981,7441,channel1479946125,"Судя по масштабу и скорости, это не перегруппировка или отступление, это исход ‼️",0
2982,7441,channel1479946125,"Так уже было в апреле, когда вышли из трёх областей.",0
2983,7441,channel1479946125,Очень похоже.,0
2984,7441,channel1479946125,Запоминаем этот аргумент…,0
2985,4631,channel1232032465,😧 Російські окупанти з початку бойових дій провели 1 403 авіаційних нальоти на Україну.,0
2986,4631,channel1232032465,"З моменту вторгнення противник завдав 291 ракетний удар, застосував 459 ракет наземного, морського та повітряного базування",0
2987,5820,channel1280507703,Передача Украине военной техники советского и российского производства является нарушением международных обязательств.,0
2988,5820,channel1280507703,ВС РФ будут уничтожать эту технику еще до попадания в зону боевых действий — вице-премьер Юрий Борисов WarLife 👈,0
2989,5776,channel1144180066,"В боях в Изюме прихлопнули мразь, известную как Яшка Цыганков.",1
2990,5776,channel1144180066,"Грузин, ярый русофоб и член «Правого сектора», который на Донбассе «прославился» отрезанием пальцев военнопленным.",0
2991,5776,channel1144180066,"В своё время эти жуткие фото облетели чуть ли не весь мир, но наказан Яшка был лишь сейчас.",0
2992,5776,channel1144180066,На одним из последних фото он прячется в здании детского сада.,0
2993,6360,channel1135021433,"Может быть когда-то давно, эти двое, познакомились в трамвае.",0
2994,6360,channel1135021433,"И пусть в разбитом Мариуполе трамваи давно не ходят, но город возрождается и кое-где даже появляется электричество.",0
2995,6360,channel1135021433,"И этот разбитый «трамвай-желание», возможно, уже совсем скоро повезёт своих самых верных пассажиров в новую жизнь.",0
2996,6360,channel1135021433,Всем доброго утра!,0
2997,6360,channel1135021433,@wargonzo,0
2998,3695,channel1413275904,Последствия авиаудара по Запорожью,0
2999,7275,channel1441564230,"Украинская пропаганда смердит ""геббельсовщиной"" и продолжает пробивать дно Нам рассказывают о героической операции, проведенной ""Азовом"" по эвакуации мирных жителей с ""Азовстали"", где они... удерживались в качестве заложников тем же ""Азовом"" !",0
3000,7275,channel1441564230,Отдельно отметили заслуги махровых нацистов Прокопенко и Верещук.,0
3001,7275,channel1441564230,"Мы не знаем, как это комментировать, поскольку у нас просто нет аналогичных примеров такого цинизма в истории.",0
3002,7275,channel1441564230,"Можем сказать лишь одно — ни одна международная террористическая организация из известных нам не вела себя столь цинично и подло, как это делает ""Азов"".",0
3003,7275,channel1441564230,"Хотя, по всей видимости, в качестве международной террористической организации пора уже рассматривать всю Украину.",0
3004,5079,channel1429590454,"Владимир Зеленский прокомментировал возможное признание Крыма и Л/ДНР, чего требует на переговорах российская сторона.",0
3005,5079,channel1429590454,"«Можем это обсуждать и найти компромисс о том, как люди там будут жить дальше», — сказал украинский президент телеканалу ABC",0
3006,6609,channel1164348791,УБИЙСТВО ШКОЛЬНИКОВ В ИЖЕВСКЕ.,0
3007,6609,channel1164348791,ПОЧЕМУ?,0
3008,6609,channel1164348791,"Возможно, это банальная экономия на безопасности.",0
3009,6609,channel1164348791,Опытный строгий ЧОП стоит денег.,0
3010,6609,channel1164348791,"Но, я уверен, это результат ущербной системы тендеров.",0
3011,6609,channel1164348791,Дешевым ЧОПам с бабушками на воротах у нас отдают приоритет.,0
3012,6609,channel1164348791,Иначе - «коррупция»!,0
3013,6800,channel1429590454,За первую неделю частичной мобилизации из России в Казахстан уехали почти 100 тысяч россиян.,0
3014,6800,channel1429590454,"Большинство — молодые мужчины, но и есть и женщины, и семьи.",0
3015,6800,channel1429590454,"Они готовы сутками мерзнуть, жить в палатках и греться у костра, чтобы пройти границу.",0
3016,6800,channel1429590454,"ДАННОЕ СООБЩЕНИЕ (МАТЕРИАЛ) СОЗДАНО И (ИЛИ) РАСПРОСТРАНЕНО ИНОСТРАННЫМ СРЕДСТВОМ МАССОВОЙ ИНФОРМАЦИИ, ВЫПОЛНЯЮЩИМ ФУНКЦИИ ИНОСТРАННОГО АГЕНТА, И (ИЛИ) РОССИЙСКИМ ЮРИДИЧЕСКИМ ЛИЦОМ, ВЫПОЛНЯЮЩИМ ФУНКЦИИ ИНОСТРАННОГО АГЕНТА",0
3017,6800,channel1429590454,Наш сегодняшний спецреп — из пограничного пункта Теплое на границе с Казахстаном.,0
3018,6800,channel1429590454,"Это одна из точек, через которую тысячи россиян пытаются уехать из страны.",0
3019,6800,channel1429590454,"Мы решили, что важно зафиксировать дух и атмосферу исхода, невиданного на нашей памяти, в одной конкретной точке",0
3020,4693,channel1768609733,"Вчера вечером, в Москве, задержали военкора Семена Пегова (ака WarGonzo) По заявлению канала Пегова, военкор пытался заселиться в гостиницу, его сочли пьяным и написали заявление из-за угрозы администратору.",0
3021,5836,channel1469021333,"Вийшов кліп ""Ми вас всіх уб'єм"".",0
3022,5836,channel1469021333,Приємного перегляду,0
3023,7211,channel1120807475,В украинском медиа перемога.,0
3024,7211,channel1120807475,Взят в плен русский солдат в Сумах.,0
3025,7211,channel1120807475,"Про гибнущих и отступающих солдат ВСУ, даже не вспоминают.",0
3026,4295,channel1280273449,‼️Кривий Ріг!,0
3027,4295,channel1280273449,Тривога!,0
3028,7103,channel1319370046,🇷🇺 Работа ударных вертолетов Ка-52 по уничтожению опорных пунктов и бронированной техники противника  в рамках СВО Видео: Министерство обороны РФ @wingsofwar,0
3029,7677,channel1796510941,"🤔Иран намерен передать России баллистические ракеты для войны против Украины Об этом пишет издание The Washington Post, ссылаясь на американских чиновников.",0
3030,7677,channel1796510941,"По их информации, Иран в скором времени собирается передать России баллистические ракеты класса «земля – земля».",0
3031,7677,channel1796510941,Первая партия ракет Fateh-110 и Zolfaghar уже готовится на заводах в Иране.,0
3032,7677,channel1796510941,"Это баллистические ракеты малой дальности, способные поражать цели на расстоянии 300 и 700 км соответственно.",0
3033,7677,channel1796510941,"Напомним, британская разведка сообщила, что российская оборонная промышленность, вероятно, не может производить современные боеприпасы такими темпами, как они тратятся, поэтому Кремль будет просить такие же подсанкционные страны поставлять им оружие.",0
3034,6885,channel1332899709,Дорогие подписчики и гости канала!,0
3035,6885,channel1332899709,"Вчера произошло знаменательное событие, возможно даже эпохальное, а сам человек, виновник произошедшего и его слова, произнесенные вчера, имеют все шансы войти в учебники истории.",0
3036,6885,channel1332899709,"Мы сообщали, что президент России Владимир Путин готовится провести совещание с руководством силового и военного блока при участии директора СВР Сергея Нарышкина.",0
3037,6885,channel1332899709,"Поводом стал доклад президенту по линии СВР, в котором говорится, что в военно-политическом руководстве США принято четкое решение о необходимости нанесения военного поражения России в Украине.",0
3038,6885,channel1332899709,"Вчера в режиме видеосвязи Путин провел это совещание, в котором приняли участие секретарь Совета Безопасности РФ Николай Патрушев, директор ФСБ Александр Бортников, руководитель одной из служб ФСБ, заместитель директора ФСБ, по два представителя министерства обороны РФ и Генерального штаба Вооруженных сил РФ и директор СВР Сергей Нарышкин.",0
3039,6885,channel1332899709,"В начале совещания Путин зачитал полученный доклад и предложил участникам совещания высказать свои мысли о перспективах развития событий в свете изложенной информации, принимая в расчёт,  что она верна.",0
3040,6885,channel1332899709,"Первому Путин предоставил слово Николаю Патрушеву,  но тот предложил передать слово представителям Генерального штаба,  чтобы они высказали свои позиции из расчёта ситуации на фронте, сложившейся на данный момент времени.",0
3041,6885,channel1332899709,"Путин передал слово представителю руководства Генштаба,  который буквально в нескольких словах выразил уверенность в том, что информация изложенная в докладе соответствует планам США, после чего сказал, что у наших войск нет больше возможностей для наступления,  а скоро не будет возможности для обороны и дальше резюмировал фразой: ""Вы проиграли Владимир Владимирович!""",0
3042,6885,channel1332899709,"После чего замолчал, а из-за шока участников совещания, которые были искренне поражены дерзостью генерала, повисла долгая пауза, которую прервал Патрушев, задав вопрос ""Как вы разговариваете с верховным главнокомандующим?""",0
3043,6885,channel1332899709,На что генерал начал было отвечать потоком новых не менее резких высказываний и его поторопились отключить от эфира.,0
3044,6885,channel1332899709,"Путин поинтересовался является ли это позицией Генерального штаба и министерства обороны и сразу получил заверения, что это ни в коем случае не является позицией руководства ни Генштаба ни министерства обороны,  а просто вероятно срыв человека который не хочет брать на  себя ответственность за провальные действия на фронте.",0
3045,6885,channel1332899709,"После совещание продолжалось не более получаса, в течение которых президент угрюмо молчал, а остальные выдавливали из себя слова сдержанного оптимизма.",0
3046,6885,channel1332899709,"Когда Патрушев перешел к обсуждению ситуации в приграничных с Украиной областях, доложив проблемы в Белгородской области, где, по словам Патрушева, в результате диверсии часть города осталась без электричества и водоснабжения, Путин прервал доклад сказав ""На х...й вы мне про Белгород сейчас рассказываете?",0
3047,6885,channel1332899709,Там вообще практически одни украинцы живут.,0
3048,6885,channel1332899709,Они там своих мочат.,0
3049,6885,channel1332899709,У нас проблем и без этого выше головы.,0
3050,6885,channel1332899709,"Хватит. """,0
3051,6885,channel1332899709,После чего завершил совещание.,0
3052,6885,channel1332899709,"Это уже второй инцидент за последние несколько дней с представителями военного командования, которые высказывают недовольство президенту в глаза и если первый случай можно было списать на пьяную выходку, то вчера это было явное желание высказать претензию президенту в глаза.",0
3053,6885,channel1332899709,"Военное руководство прекрасно понимает, что их сделают крайними за поражение в войне которую развязал Путин и по этому стоит ждать дальнейшего недовольства в кругах руководства военного блока, которых президент просто обязан сделать ""козлами отпущения"".",0
3054,7488,channel1246399946,"Дорогие подписчики, друзья, коллеги!",0
3055,7488,channel1246399946,"Приветствую вас на своём телеграмм канале, начинаем трудиться тут.",0
3056,7488,channel1246399946,"Буду делиться с вами свежими новостями о нашей работе, актуальными событиями и своими мыслями.",0
3057,7488,channel1246399946,Жду ваших комментариев и вопросов.,0
3058,7488,channel1246399946,Подписывайтесь и остаёмся на связи!,0
3059,6938,channel1071365669,"❗️Минюст России закрыл российские представительства Международной Амнистии, Human Rights Watch, Карнеги, всех немецких фондов и других международных и иностранных организаций.",0
3060,6938,channel1071365669,"Всего 15 организаций из США, Великобритании, Германии, Польши и Швейцарии.",0
3061,6938,channel1071365669,"«Указанные структурные подразделения исключены в связи с выявленными нарушениями действующего законодательства Российской Федерации», - указывает Минюст.",0
3062,7044,channel1137332367,В рамках нового пакета военной помощи Чехия передаст Украине неназванную тяжёлую технику.,0
3063,7044,channel1137332367,#Украина  @new_militarycolumnist,0
3064,4246,channel1280273449,‼️УВАГА!,0
3065,4246,channel1280273449,У Києві оголошена повітряна тривога!,0
3066,4246,channel1280273449,Просимо всіх терміново прослідувати в укриття цивільного захисту!,0
3067,4246,channel1280273449,⚡️⚡️⚡️,0
3068,4246,channel1280273449,‼️ ATTENTION!,0
3069,4246,channel1280273449,Air raid sirens in Kyiv!,0
3070,4246,channel1280273449,Please proceed to the shelters!,0
3071,5010,channel1036240821,"Алексей Навальный о журналистке Оксане Баулиной, погибшей в Киеве под обстрелом ДАННОЕ СООБЩЕНИЕ (МАТЕРИАЛ) СОЗДАНО И (ИЛИ) РАСПРОСТРАНЕНО ИНОСТРАННЫМ СРЕДСТВОМ МАССОВОЙ ИНФОРМАЦИИ, ВЫПОЛНЯЮЩИМ ФУНКЦИИ ИНОСТРАННОГО АГЕНТА, И (ИЛИ) РОССИЙСКИМ ЮРИДИЧЕСКИМ ЛИЦОМ, ВЫПОЛНЯЮЩИМ ФУНКЦИИ ИНОСТРАННОГО АГЕНТА «Оксана Баулина работала на высокой должности в ""глянцевой журналистике"", но в 2013-м пришла к нам в штаб * , сильно потеряв в зарплате.",0
3072,5010,channel1036240821,"""Не могу заниматься модой, когда власть в моей стране захватили воры и бандиты.",0
